expected semantic name,input,correct/incorrect,not_correct_segment,correct_segment_v2,correct_segment_v3,no_idx_in_semantic
รายการเดินบัญชี,ขอสเตทเม้นออนไลน์ทำไงคับ,no,ขอ สเตท เม้น ออนไลน์ ทำไง คับ,ขอ statement ออนไลน์ ทำไง ครับ,ขอ statement ออนไลน์ ทำไง ครับ,16
ติดต่อสาขาธนาคารกรุงศรี,ที่อยู่สาขาxxx,yes,ที่อยู่ สาขา xxx,ที่อยู่ สาขา xxx,ที่อยู่ สาขา xxx,16
ผลิตภัณฑ์บัตรกรุงศรีเดบิต,ต้องการขอบัตรทดแทนต้องทำยังไง,no,ต้องการ ขอ บัตร ทดแทน ต้อง ทำ ยังไง,ต้องการ ขอ บัตร ทดแทน ต้อง ทำ ยังไง,ต้องการ ขอ บัตร ทดแทน ต้อง ทำ ยังไง,16
เกี่ยวกับบัตรเครดิต,สนใจสมัครบัตรเครดิตกรุงศรีใช้เอกสารอะไรบ้าง,yes,สนใจ สมัคร บัตรเครดิต กรุงศรี ใช้ เอกสาร อะไร บ้าง,สนใจ สมัคร บัตรเครดิต กรุงศรี ใช้ เอกสาร อะไรบ้าง,สนใจ สมัคร บัตรเครดิต กรุงศรี ใช้ เอกสาร อะไรบ้าง,16
อัตราดอกเบี้ย,ถ้าดอกเบี้ย 0.8% ฝากเงินวันที่ 8 เมษายน 2562 จนถึงวันนี้ได้ดอกเบี้ยกี่บาท,no,ถ้า ดอกเบี้ย 0 . 8 % ฝาก เงิน วันที่ 8 เมษายน 256# จนถึง วันนี้ ได้ ดอกเบี้ย กี่ บาท,ถ้า ดอกเบี้ย 0 . 8 % ฝาก เงิน วันที่ 8 เมษายน 256# จนถึง วันนี้ ได้ ดอกเบี้ย กี่ บาท,ถ้า ดอกเบี้ย 0 . 8 % ฝาก เงิน วันที่ 8 เมษายน 256# จนถึง วันนี้ ได้ ดอกเบี้ย กี่ บาท,16
ผลิตภัณฑ์กองทุน,ถ้าต้องการสอบถามข้อมูลกองทุนต้องติดต่อที่ไหนได้บ้าง,yes,ถ้า ต้องการ สอบถาม ข้อมูล กองทุน ต้อง ติดต่อ ที่ไหนได้ บ้าง,ถ้า ต้องการ สอบถาม ข้อมูล กองทุน ต้อง ติดต่อ ที่ไหนได้ บ้าง,ถ้า ต้องการ สอบถาม ข้อมูล กองทุน ต้อง ติดต่อ ที่ไหนได้ บ้าง,16
วงเงิน,วงเงินในการกดบัตรเดบิตสูงสุดใช้ได้เท่าไร,yes,วงเงิน ใน การ กด บัตรเดบิต สูงสุด ใช้ได้ เท่าไร,วงเงิน ใน การ กด บัตรเดบิต สูงสุด ใช้ได้ เท่าไร,วงเงิน ใน การ กด บัตรเดบิต สูงสุด ใช้ได้ เท่าไร,16
การชำระเงิน,ชำระเงินค่างวดที่ 7-11 ได้ใช้ไม๊,yes,ชำระเงิน ค่างวด ที่ 7-11 ได้ ใช้ ไม ๊,ชำระเงิน ค่างวด ที่ 7-11 ได้ ใช้ ไหม,ชำระเงิน ค่างวด ที่ 7-11 ได้ ใช้ ไหม,16
เงื่อนไขเช็คเคลียริ่ง,ขึ้นแคชเชียร์เช็คแล้วรอกี่วัน,no,ขึ้น แคชเชียร์ เช็ค แล้ว รอ กี่ วัน,ขึ้น แคชเชียร์ เช็ค แล้ว รอ กี่ วัน,ขึ้น แคชเชียร์ เช็ค แล้ว รอ กี่ วัน,16
ติดต่อแอดมิน,โทรกลับด้วยคับ,yes,โทร กลับ ด้วย คับ,โทร กลับ ด้วย ครับ,โทร กลับ ด้วย ครับ,16
สอบถามการเปิดบัญชี,เปิดบันชีอะไร ค่ะรรมเนียมน้อยสุด,yes,เปิด บัน ชี อะไร ค่ะ รร ม เนียม น้อยสุด,เปิด บัญชี อะไร ค่าธรรมเนียม น้อยสุด,เปิด บัญชี อะไร ค่าธรรมเนียม น้อยสุด,17
สอบถามการสมัคร promptpay,อยากทราบช่องทางสมัครพร้อมเพย์,yes,อยาก ทราบ ช่องทาง สมัคร พร้อม เพย์,อยาก ทราบ ช่องทาง สมัคร promptpay,อยาก ทราบ ช่องทาง สมัคร promptpay,17
สอบถาม cheque clearing,สามารถสอบถามข้อมูลบริการรับฝากเคลียร์ริ่งได้จาก interbanking/mobile banking ได้ไหม หรือ จะต้องเดินทางไปติดต่อที่ธนาคารด้วยตัวเอง,yes,สามารถ สอบถาม ข้อมูล บริการ รับฝาก เคลียร์ริ่ง ได้ จาก interbanking / mobile banking ได้ไหม หรือ จะต้อง เดินทาง ไป ติดต่อ ที่ ธนาคาร ด้วย ตัวเอง,สามารถ สอบถาม ข้อมูล บริการ รับฝาก เคลียร์ริ่ง ได้ จาก interbanking / mobile banking ได้ไหม หรือ จะต้อง เดินทาง ไป ติดต่อ ที่ ธนาคาร ด้วย ตัวเอง,สามารถ สอบถาม ข้อมูล บริการ รับฝาก เคลียร์ริ่ง ได้ จาก interbanking / mobile banking ได้ไหม หรือ จะต้อง เดินทาง ไป ติดต่อ ที่ ธนาคาร ด้วย ตัวเอง,17
